Q1_Banco;Q2_Banco_Principal;Q3_Contacto_Banco_Ultimos_6mese;Q4_Qto_tempo_Cliente;Q51_Presencial (balcao);Q52_Caixa Automático;Q53_Telefone;Q54_E-mail;Q57_Aplicacao Movel (APP);Q58_Call Center;Q59_Whatsapp;Q25_tempo_espera;G4_Sexo;G5_Idade
Banco Economico;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco Economico;1;1;< 1 ano;1;1;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco Economico;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco Economico;1;1;< 1 ano;1;1;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco Economico;1;1;5 a 10 ;1;1;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco Caixa Geral Angola;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco de Poupanca e Credito;1;1;> 10 ;1;1;0;0;0;0;0;Demasiadamente longo;Masculino;35 – 44 
Banco BIC;1;1;> 10 ;1;1;0;0;0;0;0;Demasiadamente curto;Masculino;25 – 34 
Banco BAI Micro Financas;1;1;1 a 4 ;1;0;1;0;1;0;0;Demasiadamente curto;Feminino;25 – 34 
Banco BAI Micro Financas;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco de Negocios Internacional;1;1;5 a 10 ;1;0;1;0;1;0;0;Normal;Masculino;35 – 44 
Banco de Negocios Internacional;1;1;1 a 4 ;1;1;1;0;1;0;0;Longo;Masculino;45 – 54 
Banco Economico;1;1;> 10 ;1;1;1;0;0;0;0;Normal;Feminino;35 – 44 
Banco Comercial Angolano;1;1;1 a 4 ;1;1;0;0;1;0;0;Demasiadamente curto;Masculino;45 – 54 
Banco Comercial Angolano;1;1;1 a 4 ;1;1;0;0;0;0;0;Demasiadamente curto;Feminino;45 – 54 
Banco de Negocios Internacional;1;1;1 a 4 ;1;1;1;0;1;0;0;Demasiadamente curto;Masculino;35 – 44 
Banco de Fomento Angola;1;1;> 10 ;1;1;1;0;1;0;0;Curto;Masculino;45 – 54 
Banco de Fomento Angola;1;1;5 a 10 ;1;0;1;0;1;0;0;Demasiadamente longo;Feminino;35 – 44 
Banco de Fomento Angola;1;1;1 a 4 ;1;1;1;0;1;0;0;Normal;Feminino;35 – 44 
Banco de Fomento Angola;1;1;5 a 10 ;1;1;1;0;0;0;0;Demasiadamente curto;Feminino;45 – 54 
Banco de Fomento Angola;1;1;5 a 10 ;1;1;1;0;0;0;0;Normal;Feminino;45 – 54 
Banco de Fomento Angola;1;1;5 a 10 ;1;1;1;0;1;0;0;Curto;Masculino;18 – 24 
Standard Bank Angola;1;1;1 a 4 ;1;1;1;0;1;0;0;Curto;Feminino;35 – 44 
Standard Bank Angola;1;1;1 a 4 ;1;0;1;0;1;0;0;Demasiadamente curto;Feminino;18 – 24 
Banco Sol;1;1;5 a 10 ;1;1;1;0;1;0;0;Demasiadamente longo;Feminino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;1;0;0;0;0;0;Demasiadamente longo;Feminino;35 – 44 
Banco Sol;1;1;> 10 ;1;1;1;0;1;0;0;Demasiadamente longo;Feminino;25 – 34 
Banco Sol;1;1;1 a 4 ;1;1;1;0;0;0;0;Curto;Masculino;25 – 34 
Banco de Poupanca e Credito;1;1;> 10 ;1;1;0;0;1;0;0;Demasiadamente longo;Feminino;35 – 44 
Banco de Poupanca e Credito;1;1;> 10 ;1;0;0;0;0;0;0;Demasiadamente longo;Masculino;45 – 54 
Banco Millennium Atlântico;1;1;> 10 ;1;1;0;0;1;0;0;Demasiadamente longo;Masculino;35 – 44 
Banco Millennium Atlântico;1;1;5 a 10 ;1;1;0;0;0;0;0;Demasiadamente longo;Feminino;35 – 44 
Banco Millennium Atlântico;1;1;5 a 10 ;1;1;0;0;0;0;0;Demasiadamente longo;Masculino;35 – 44 
Standard Bank Angola;1;1;1 a 4 ;1;1;1;0;1;0;0;Demasiadamente curto;Masculino;35 – 44 
Banco de Negocios Internacional;1;1;> 10 ;1;1;1;0;1;0;0;Demasiadamente longo;Masculino;35 – 44 
Banco de Comercio e Industria;1;1;5 a 10 ;1;1;1;1;1;0;0;Longo;Masculino;35 – 44 
Banco de Comercio e Industria;1;1;1 a 4 ;1;1;1;1;1;0;0;Longo;Feminino;35 – 44 
Banco BIC;1;1;1 a 4 ;1;1;0;0;0;0;0;Demasiadamente longo;Feminino;35 – 44 
Banco Angolano de Investimentos;1;1;5 a 10 ;1;1;1;1;1;1;0;Normal;Masculino;45 – 54 
Banco Angolano de Investimentos;1;1;> 10 ;1;1;0;1;1;1;0;Longo;Feminino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Longo;Masculino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;0;1;0;1;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;1 a 4 ;1;0;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco Valor;1;1;< 1 ano;1;1;0;0;0;0;0;Curto;Masculino;25 – 34 
Banco BIC;1;1;< 1 ano;0;1;0;0;0;0;0;Demasiadamente longo;Feminino;18 – 24 
Banco Sol;1;1;1 a 4 ;1;1;0;0;0;0;0;Demasiadamente longo;Feminino;25 – 34 
Banco Sol;1;1;1 a 4 ;1;0;0;0;1;0;0;Longo;Feminino;35 – 44 
Banco Sol;1;1;1 a 4 ;1;0;0;0;0;0;0;Longo;Masculino;45 – 54 
Banco Sol;1;1;1 a 4 ;1;0;0;0;0;0;0;Demasiadamente longo;Masculino;35 – 44 
Banco de Negocios Internacional;1;1;5 a 10 ;1;1;1;0;1;0;1;Normal;Masculino;25 – 34 
Banco BIC;1;1;5 a 10 ;1;0;0;0;0;0;0;Normal;Feminino;25 – 34 
Banco BIC;1;1;1 a 4 ;1;1;1;0;0;0;0;Demasiadamente longo;Masculino;35 – 44 
Banco BIC;1;1;5 a 10 ;1;1;1;0;0;0;0;Longo;Feminino;35 – 44 
Banco BIC;1;1;1 a 4 ;1;1;0;0;0;0;0;Curto;Feminino;35 – 44 
Banco BIC;1;1;5 a 10 ;1;1;1;0;1;0;0;Normal;Masculino;45 – 54 
Banco BIC;1;1;< 1 ano;1;1;0;0;1;0;0;Normal;Masculino;35 – 44 
Banco BIC;1;1;5 a 10 ;1;1;0;0;0;0;0;Normal;Feminino;35 – 44 
Banco BIC;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;1 a 4 ;1;1;0;0;1;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;1 a 4 ;1;1;0;0;1;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;1;0;1;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;> 10 ;1;1;0;0;0;0;0;Normal;Masculino;45 – 54 
Banco BIC;1;1;5 a 10 ;1;1;1;1;1;0;0;Curto;Masculino;35 – 44 
Banco Angolano de Investimentos;1;1;5 a 10 ;1;0;0;0;0;0;0;Longo;Masculino;25 – 34 
Banco Millennium Atlântico;1;1;< 1 ano;1;1;0;0;0;0;0;Normal;Feminino;35 – 44 
Banco Economico;1;1;1 a 4 ;1;1;1;0;0;0;0;Curto;Masculino;45 – 54 
Banco de Fomento Angola;1;1;1 a 4 ;1;1;0;0;0;0;0;Longo;Feminino;45 – 54 
Banco de Fomento Angola;1;1;5 a 10 ;1;1;0;0;1;0;0;Longo;Masculino;35 – 44 
Banco de Poupanca e Credito;1;1;5 a 10 ;1;1;0;0;0;0;0;Demasiadamente longo;Masculino;25 – 34 
Banco de Poupanca e Credito;1;1;5 a 10 ;1;1;0;0;0;0;0;Longo;Feminino;35 – 44 
Banco de Poupanca e Credito;1;1;> 10 ;1;1;1;0;1;0;0;Longo;Feminino;45 – 54 
Banco Keve;1;1;5 a 10 ;1;1;1;0;1;0;0;Curto;Masculino;35 – 44 
Banco Valor;1;1;5 a 10 ;1;1;0;1;0;0;0;Normal;Feminino;18 – 24 
Banco Valor;1;1;< 1 ano;1;1;0;0;0;0;0;Normal;Feminino;35 – 44 
Banco Valor;1;1;< 1 ano;0;0;0;1;0;0;0;Normal;Masculino;35 – 44 
Banco Valor;1;1;< 1 ano;0;1;1;0;0;0;0;Demasiadamente curto;Feminino;35 – 44 
Banco Valor;1;1;< 1 ano;1;0;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco Valor;1;1;< 1 ano;1;0;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco Valor;1;1;1 a 4 ;1;1;1;0;0;0;0;Normal;Masculino;25 – 34 
Banco Valor;1;1;1 a 4 ;0;1;0;0;0;0;0;Normal;Masculino;45 – 54 
Banco Valor;1;1;1 a 4 ;1;1;0;0;0;0;0;Curto;Masculino;18 – 24 
Banco Valor;1;1;< 1 ano;1;1;1;0;0;0;0;Curto;Masculino;25 – 34 
Banco Valor;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Feminino;35 – 44 
Banco Valor;1;1;1 a 4 ;1;1;0;0;0;0;0;Demasiadamente curto;Masculino;45 – 54 
Banco Valor;1;1;1 a 4 ;1;1;1;1;1;0;0;Normal;Masculino;45 – 54 
Banco Valor;1;1;1 a 4 ;1;1;0;0;0;0;0;Demasiadamente curto;Masculino;25 – 34 
Banco Valor;1;1;5 a 10 ;1;1;0;0;1;0;0;Normal;Masculino;35 – 44 
Banco Valor;1;1;< 1 ano;0;1;0;0;1;0;0;Curto;Masculino;45 – 54 
Banco Valor;1;1;5 a 10 ;1;1;0;0;0;0;0;Curto;Masculino;25 – 34 
Banco de Credito do Sul;1;1;1 a 4 ;1;0;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco de Credito do Sul;1;1;1 a 4 ;1;1;0;0;1;0;0;Normal;Masculino;45 – 54 
Banco de Credito do Sul;1;1;1 a 4 ;1;1;0;1;0;0;0;Normal;Feminino;25 – 34 
Banco de Credito do Sul;1;1;1 a 4 ;1;1;1;0;0;0;0;Curto;Masculino;25 – 34 
Banco de Credito do Sul;1;1;1 a 4 ;1;1;1;1;0;0;0;Curto;Masculino;35 – 44 
Banco de Credito do Sul;1;1;1 a 4 ;1;0;0;1;0;0;0;Curto;Feminino;25 – 34 
Banco de Credito do Sul;1;1;1 a 4 ;1;0;1;0;1;0;0;Demasiadamente curto;Masculino;25 – 34 
Banco de Credito do Sul;1;1;1 a 4 ;1;1;1;0;0;0;0;Demasiadamente curto;Feminino;35 – 44 
Banco de Credito do Sul;1;1;5 a 10 ;1;0;1;0;0;0;0;Demasiadamente curto;Masculino;35 – 44 
Banco de Credito do Sul;1;1;1 a 4 ;1;0;1;1;0;0;0;Curto;Feminino;45 – 54 
Banco de Credito do Sul;1;1;5 a 10 ;1;1;0;1;0;1;0;Normal;Feminino;35 – 44 
Banco Comercial do Huambo;1;1;1 a 4 ;1;1;1;1;0;0;0;Curto;Masculino;35 – 44 
Banco Comercial do Huambo;1;1;1 a 4 ;1;0;0;1;0;0;0;Curto;Masculino;45 – 54 
Banco Comercial do Huambo;1;1;5 a 10 ;1;0;1;1;0;1;0;Demasiadamente curto;Masculino;35 – 44 
Banco Keve;1;1;1 a 4 ;1;1;0;0;1;0;0;Normal;Masculino;18 – 24 
Banco Valor;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco Angolano de Investimentos;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;18 – 24 
Banco Angolano de Investimentos;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;18 – 24 
Banco Angolano de Investimentos;1;1;5 a 10 ;1;1;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco de Comercio e Industria;1;1;5 a 10 ;1;1;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco de Poupanca e Credito;1;1;5 a 10 ;1;0;0;0;0;0;0;Longo;Masculino;45 – 54 
Banco de Poupanca e Credito;1;1;5 a 10 ;1;0;0;0;0;0;0;Longo;Feminino;35 – 44 
Banco de Poupanca e Credito;1;1;5 a 10 ;1;0;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco de Poupanca e Credito;1;1;5 a 10 ;1;0;0;0;0;0;0;Normal;Feminino;18 – 24 
Banco de Poupanca e Credito;1;1;1 a 4 ;1;0;0;0;0;0;0;Normal;Masculino;18 – 24 
Banco de Poupanca e Credito;1;1;1 a 4 ;1;0;0;0;0;0;0;Normal;Masculino;18 – 24 
Banco de Poupanca e Credito;1;1;1 a 4 ;1;0;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;0;0;0;0;0;0;Curto;Masculino;18 – 24 
Banco Millennium Atlântico;1;1;1 a 4 ;1;0;0;0;1;0;0;Longo;Masculino;25 – 34 
Banco Keve;1;1;5 a 10 ;1;0;0;0;1;0;0;Normal;Feminino;35 – 44 
Banco Yetu;1;1;1 a 4 ;1;1;1;0;1;0;0;Normal;Masculino;35 – 44 
Banco Yetu;1;1;1 a 4 ;1;1;0;0;1;0;0;Normal;Feminino;25 – 34 
Banco de Negocios Internacional;1;1;1 a 4 ;1;1;1;1;1;0;0;Normal;Masculino;35 – 44 
Banco BIC;1;1;5 a 10 ;1;1;0;0;1;0;0;Longo;Masculino;35 – 44 
Banco Yetu;1;1;5 a 10 ;1;1;1;0;1;0;0;Normal;Masculino;35 – 44 
Banco Yetu;1;1;1 a 4 ;1;1;1;1;0;0;0;Normal;Feminino;25 – 34 
Banco de Poupanca e Credito;1;1;5 a 10 ;1;1;0;0;1;0;0;Longo;Feminino;25 – 34 
Banco de Poupanca e Credito;1;1;1 a 4 ;1;1;0;0;1;0;0;Normal;Masculino;45 – 54 
Banco de Poupanca e Credito;1;1;5 a 10 ;1;1;0;0;0;0;0;Normal;Masculino;45 – 54 
Banco de Fomento Angola;1;1;1 a 4 ;0;1;0;0;0;0;0;Longo;Masculino;35 – 44 
Banco Economico;1;1;< 1 ano;1;1;0;0;0;0;0;Curto;Masculino;25 – 34 
Banco BIC;1;1;1 a 4 ;1;0;0;0;1;0;0;Longo;Feminino;25 – 34 
Banco de Comercio e Industria;1;1;< 1 ano;1;0;0;0;0;0;0;Demasiadamente longo;Feminino;18 – 24 
Banco de Comercio e Industria;1;1;< 1 ano;1;0;0;0;0;0;0;Longo;Feminino;18 – 24 
Banco BIC;1;1;< 1 ano;1;0;0;0;0;0;0;Demasiadamente curto;Feminino;18 – 24 
Banco de Poupanca e Credito;1;1;> 10 ;1;0;0;0;0;0;0;Longo;Masculino;35 – 44 
Banco de Poupanca e Credito;1;1;> 10 ;1;1;0;0;0;0;0;Longo;Masculino;35 – 44 
Banco BIC;1;1;> 10 ;1;0;1;0;0;0;0;Demasiadamente curto;Feminino;25 – 34 
Banco de Negocios Internacional;1;1;5 a 10 ;1;1;1;1;1;1;0;Normal;Masculino;35 – 44 
Banco de Negocios Internacional;1;1;5 a 10 ;1;0;1;0;1;1;0;Normal;Masculino;45 – 54 
Banco Comercial Angolano;1;1;1 a 4 ;1;1;1;0;0;0;0;Normal;Masculino;25 – 34 
Banco Comercial Angolano;1;1;5 a 10 ;1;0;1;0;0;1;0;Normal;Masculino;35 – 44 
Banco de Poupanca e Credito;1;1;> 10 ;1;1;0;0;0;0;0;Longo;Masculino;35 – 44 
Banco de Poupanca e Credito;1;1;> 10 ;1;1;0;0;0;0;0;Longo;Masculino;35 – 44 
Banco de Poupanca e Credito;1;1;> 10 ;1;0;0;0;0;0;0;Longo;Masculino;45 – 54 
Banco de Poupanca e Credito;1;1;> 10 ;1;0;0;0;0;0;0;Longo;Masculino;35 – 44 
Banco Comercial do Huambo;1;1;5 a 10 ;1;0;1;0;0;0;0;Normal;Feminino;35 – 44 
Banco Comercial do Huambo;1;1;5 a 10 ;1;0;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco de Fomento Angola;1;1;< 1 ano;1;0;0;0;0;0;0;Normal;Masculino;18 – 24 
Banco BIC;1;1;< 1 ano;1;0;0;0;0;0;0;Longo;Feminino;18 – 24 
Banco de Fomento Angola;1;1;< 1 ano;1;0;0;0;0;0;0;Demasiadamente longo;Feminino;25 – 34 
Banco de Fomento Angola;1;1;1 a 4 ;1;0;0;0;0;0;0;Longo;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;0;0;0;0;Longo;Feminino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;1;1;0;0;Normal;Masculino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Normal;Feminino;45 – 54 
Banco Sol;1;1;5 a 10 ;1;1;1;0;1;0;0;Normal;Feminino;35 – 44 
Banco Sol;1;1;1 a 4 ;1;1;1;0;1;0;0;Normal;Masculino;25 – 34 
Banco Sol;1;1;1 a 4 ;1;1;0;0;1;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Normal;Masculino;45 – 54 
Banco Sol;1;1;5 a 10 ;1;1;0;1;1;0;0;Longo;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;0;0;0;0;Longo;Masculino;18 – 24 
Banco Sol;1;1;5 a 10 ;1;1;0;1;0;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;1 a 4 ;1;0;0;0;0;0;0;Longo;Feminino;35 – 44 
Banco Sol;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Feminino;25 – 34 
Banco Sol;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Feminino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Longo;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;1;1;0;0;Longo;Feminino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;1;1;0;0;Normal;Feminino;25 – 34 
Banco Sol;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;45 – 54 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Normal;Feminino;45 – 54 
Banco Sol;1;1;1 a 4 ;1;1;0;0;1;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;0;0;0;0;Demasiadamente longo;Masculino;45 – 54 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;0;0;0;0;Longo;Masculino;> 55 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Normal;Masculino;25 – 34 
Banco Sol;1;1;1 a 4 ;1;1;0;0;1;0;0;Longo;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Normal;Masculino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;1;0;1;1;0;0;Normal;Feminino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Longo;Masculino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;1;0;1;1;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Longo;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Longo;Masculino;35 – 44 
Banco Sol;1;1;1 a 4 ;1;1;1;0;1;0;0;Longo;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Longo;Feminino;18 – 24 
Banco Sol;1;1;5 a 10 ;1;0;0;0;1;0;0;Longo;Masculino;45 – 54 
Banco Sol;1;1;1 a 4 ;1;0;0;0;1;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;1;0;1;0;0;Normal;Masculino;45 – 54 
Banco Sol;1;1;5 a 10 ;1;1;0;1;1;0;0;Normal;Masculino;45 – 54 
Banco Sol;1;1;> 10 ;1;1;0;0;1;0;1;Normal;Feminino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;0;0;0;1;0;0;Normal;Feminino;45 – 54 
Banco Sol;1;1;5 a 10 ;1;1;1;1;1;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;0;0;0;0;Longo;Masculino;45 – 54 
Banco BAI Micro Financas;1;1;1 a 4 ;1;1;1;1;0;0;0;Longo;Masculino;35 – 44 
Banco Caixa Geral Angola;1;1;5 a 10 ;1;1;0;0;1;0;0;Demasiadamente longo;Masculino;35 – 44 
Banco Caixa Geral Angola;1;1;5 a 10 ;1;1;0;0;0;0;1;Longo;Masculino;45 – 54 
Banco Sol;1;1;5 a 10 ;1;1;0;1;1;0;0;Normal;Feminino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;1;1;1;0;0;0;Normal;Masculino;35 – 44 
Banco Sol;1;1;5 a 10 ;1;1;0;1;0;0;0;Longo;Masculino;25 – 34 
Banco Sol;1;1;5 a 10 ;1;1;0;0;1;0;0;Normal;Masculino;25 – 34 
Banco BIC;1;1;5 a 10 ;1;1;1;0;0;0;0;Normal;Feminino;35 – 44 
Banco Economico;1;1;> 10 ;1;1;1;1;1;0;0;Normal;Masculino;25 – 34 
Banco Caixa Geral Angola;1;1;1 a 4 ;1;1;1;0;0;0;0;Normal;Feminino;35 – 44 
Banco Caixa Geral Angola;1;1;< 1 ano;1;1;1;0;0;0;0;Normal;Masculino;45 – 54 
Banco Caixa Geral Angola;1;1;> 10 ;1;1;1;0;0;0;0;Normal;Masculino;45 – 54 
Banco BAI Micro Financas;1;1;< 1 ano;1;1;1;0;0;0;0;Normal;Feminino;25 – 34 
Banco de Poupanca e Credito;1;1;> 10 ;1;1;0;0;0;0;0;Demasiadamente longo;Masculino;45 – 54 
Banco de Comercio e Industria;1;1;1 a 4 ;1;0;0;0;0;0;0;Longo;Masculino;18 – 24 
Banco Comercial Angolano;1;1;> 10 ;0;1;0;0;0;0;0;Demasiadamente curto;Masculino;35 – 44 
Banco Comercial Angolano;1;1;5 a 10 ;1;1;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco Comercial Angolano;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;18 – 24 
Banco Comercial Angolano;1;1;< 1 ano;1;1;0;0;0;0;0;Normal;Masculino;18 – 24 
Banco Comercial Angolano;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco de Comercio e Industria;1;1;5 a 10 ;1;1;0;0;0;0;0;Normal;Feminino;35 – 44 
Banco de Comercio e Industria;1;1;< 1 ano;1;1;0;0;0;0;0;Longo;Masculino;18 – 24 
Banco Comercial Angolano;1;1;< 1 ano;1;1;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco Comercial Angolano;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco Comercial Angolano;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco Comercial Angolano;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Feminino;35 – 44 
Banco Comercial Angolano;1;1;> 10 ;1;1;0;0;0;0;0;Longo;Feminino;35 – 44 
Banco Comercial Angolano;1;1;> 10 ;1;1;0;0;0;0;0;Normal;Masculino;45 – 54 
Banco Comercial Angolano;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Feminino;18 – 24 
Banco Comercial Angolano;1;1;5 a 10 ;1;1;0;0;1;0;0;Normal;Masculino;25 – 34 
Banco de Comercio e Industria;1;1;< 1 ano;1;0;0;0;0;0;0;Normal;Masculino;18 – 24 
Banco BAI Micro Financas;1;1;< 1 ano;1;1;0;0;0;0;0;Curto;Feminino;35 – 44 
Banco BAI Micro Financas;1;1;> 10 ;1;1;1;0;0;0;0;Normal;Feminino;25 – 34 
Banco BAI Micro Financas;1;1;< 1 ano;1;1;0;0;0;0;0;Normal;Feminino;35 – 44 
Banco BAI Micro Financas;1;1;< 1 ano;1;1;1;0;0;0;0;Normal;Masculino;18 – 24 
Banco Comercial Angolano;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;18 – 24 
Banco Comercial Angolano;1;1;5 a 10 ;1;1;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco de Comercio e Industria;1;1;< 1 ano;1;1;0;0;0;0;0;Longo;Masculino;18 – 24 
Banco de Fomento Angola;1;1;5 a 10 ;1;1;0;0;0;0;0;Longo;Masculino;35 – 44 
Banco de Fomento Angola;1;1;1 a 4 ;1;0;0;0;0;0;0;Demasiadamente longo;Masculino;25 – 34 
Banco de Comercio e Industria;1;1;5 a 10 ;1;1;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco de Comercio e Industria;1;1;1 a 4 ;1;0;0;0;1;0;0;Longo;Masculino;25 – 34 
Banco BAI Micro Financas;1;1;1 a 4 ;1;1;0;0;0;0;0;Curto;Feminino;45 – 54 
Banco BAI Micro Financas;1;1;1 a 4 ;1;0;0;0;0;0;0;Curto;Feminino;25 – 34 
Banco BAI Micro Financas;1;1;1 a 4 ;1;0;0;0;0;0;0;Curto;Feminino;25 – 34 
Banco BAI Micro Financas;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Feminino;25 – 34 
Banco BAI Micro Financas;1;1;< 1 ano;1;0;0;0;0;0;0;Curto;Feminino;18 – 24 
Banco BAI Micro Financas;1;1;1 a 4 ;1;1;0;0;0;0;0;Curto;Feminino;35 – 44 
Banco Economico;1;1;< 1 ano;1;0;0;0;0;0;0;Longo;Masculino;18 – 24 
Banco Economico;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco Caixa Geral Angola;1;1;1 a 4 ;1;1;0;0;0;0;0;Curto;Masculino;45 – 54 
Banco Keve;1;1;1 a 4 ;1;0;0;1;0;0;0;Normal;Masculino;25 – 34 
Banco Keve;1;1;5 a 10 ;1;0;1;1;0;0;0;Normal;Masculino;45 – 54 
Banco Comercial Angolano;1;1;5 a 10 ;1;1;1;0;0;0;0;Normal;Masculino;25 – 34 
Banco Keve;1;1;5 a 10 ;1;0;0;0;0;0;0;Normal;Masculino;18 – 24 
Banco Comercial Angolano;1;1;1 a 4 ;1;1;0;0;0;0;0;Normal;Feminino;25 – 34 
Banco Comercial Angolano;1;1;< 1 ano;1;0;0;0;0;0;0;Normal;Masculino;18 – 24 
Banco Millennium Atlântico;1;1;5 a 10 ;1;1;1;0;0;0;0;Normal;Masculino;35 – 44 
Banco de Poupanca e Credito;1;1;5 a 10 ;1;1;1;0;0;0;0;Demasiadamente longo;Feminino;45 – 54 
Banco de Poupanca e Credito;1;1;> 10 ;1;1;0;0;0;0;0;Demasiadamente longo;Masculino;35 – 44 
Banco BIC;1;1;5 a 10 ;1;0;0;0;0;0;0;Normal;Masculino;18 – 24 
Banco de Fomento Angola;1;1;1 a 4 ;0;0;0;0;0;0;0;Normal;Masculino;35 – 44 
Banco Angolano de Investimentos;1;1;5 a 10 ;1;1;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco Angolano de Investimentos;1;1;1 a 4 ;1;1;1;1;1;1;1;Normal;Masculino;25 – 34 
Banco BIC;1;1;> 10 ;1;1;0;0;0;0;0;Longo;Masculino;25 – 34 
Banco Economico;1;1;1 a 4 ;1;0;1;1;1;0;0;Normal;Masculino;35 – 44 
Banco Angolano de Investimentos;1;1;1 a 4 ;1;1;0;0;0;0;0;Longo;Masculino;35 – 44 
Banco Angolano de Investimentos;1;1;5 a 10 ;1;0;0;0;0;0;0;Normal;Masculino;25 – 34 
Banco Angolano de Investimentos;1;1;5 a 10 ;1;1;1;1;0;0;0;Longo;Feminino;25 – 34 
